UPA One Liner Detail,,,,,,,
Time run: 11/09/2020 8:46:46 AM,,,,,,,
,,,,,,,
RID,UPA #,Primary/Site NAICS,UPA Receipt Date,Receipt Type,Formality,Insp #,
0551800,C-1580241,424450 / 424450,04/27/2020,Email,Formal,,
0551800,C-1581467,339932 / 339932,04/28/2020,Email,Formal,,
0551800,C-1581482,722110 / 722110,04/27/2020,Email,Formal,,
0551800,C-1581519,453998 / 453998,04/27/2020,Email,Formal,,
0551800,C-1581558,339116 / 339116,04/29/2020,Email,Formal,,
0551800,C-1581576,424320 / 424320,04/30/2020,Email,Formal,,
0551800,C-1581582,812112 / 812112,04/27/2020,Email,Formal,,
0551800,C-1582169,484110 / 484110,04/28/2020,Email,Formal,,
0551800,C-1582189,711110 / 711110,04/28/2020,Email,Formal,,
0551800,C-1582212,621910 / 621910,04/28/2020,Email,Formal,,
0551800,C-1582213,311111 / 311111,04/28/2020,Email,Formal,,
0551800,C-1582222,812112 / 812112,04/28/2020,Email,Formal,,
0551800,C-1582234,812112 / 812112,04/28/2020,Email,Formal,,
0551800,C-1582236,326199 / 326199,04/28/2020,Email,Formal,,
0551800,C-1582238,423830 / 423830,04/08/2020,Email,Formal,,
0551800,C-1582240,484210 / 484210,04/28/2020,Email,Formal,,
0551800,C-1582243,484210 / 484210,04/28/2020,Email,Formal,,
0551800,C-1582246,722110 / 722110,04/28/2020,Email,Formal,,
0551800,C-1582262,561612 / 561612,05/01/2020,Email,Formal,,
0551800,C-1583016,237130 / 237130,03/31/2020,Email,Formal,,
0551800,C-1583025,331522 / 331522,03/31/2020,Email,Formal,,
0551800,C-1583028,445110 / 445110,03/31/2020,Email,Formal,,
0551800,C-1583043,441110 / 441110,03/31/2020,Email,Formal,,
0551800,C-1583871,722110 / 722110,05/04/2020,Email,Formal,,
0551800,C-1583875,326199 / 326199,04/10/2020,Email,Formal,,
0551800,C-1583909,335122 / 335122,04/24/2020,Email,Formal,,
0551800,C-1583910,621511 / 621511,05/05/2020,Email,Formal,,
0551800,C-1584543,811111 / 811111,03/31/2020,Email,Formal,,
0551800,C-1584615,445110 / 445110,05/01/2020,Email,Formal,,
0551800,C-1584625,621111 / 621111,05/05/2020,Email,Formal,,
0551800,C-1584634,623110 / 623110,05/01/2020,Email,Formal,,
0551800,C-1584638,335312 / 335312,05/01/2020,Email,Formal,,
0551800,C-1584643,236220 / 236220,05/05/2020,Email,Formal,,
0551800,C-1584645,448190 / 448190,05/02/2020,Email,Formal,,
0551800,C-1584646,325412 / 325412,05/05/2020,Email,Formal,,
0551800,C-1584650,452111 / 452111,05/05/2020,Email,Formal,,
0551800,C-1585974,452910 / 452910,04/30/2020,Email,Formal,,
0551800,C-1585996,423510 / 423510,05/04/2020,Email,Formal,,
0551800,C-1586012,423110 / 423110,05/06/2020,Email,Formal,,
0551800,C-1586040,423850 / 423850,04/30/2020,Email,Formal,,
0551800,C-1586142,811198 / 811198,04/30/2020,Email,Formal,,
0551800,C-1587286,488510 / 488510,04/13/2020,Email,Formal,,
0551800,C-1588007,531311 / 531311,05/01/2020,Email,Formal,,
0551800,C-1588174,621210 / 621210,05/11/2020,Email,Formal,,
0551800,C-1588952,623110 / 623110,05/12/2020,Email,Formal,,
0551800,C-1588973,336214 / 336214,05/12/2020,Email,Formal,,
0551800,C-1590658,624310 / 624310,05/14/2020,Email,Formal,,
0551800,C-1590669,621399 / 621399,05/06/2020,Email,Formal,,
0551800,C-1590826,722110 / 722110,05/14/2020,Email,Formal,,
0551800,C-1590830,336399 / 336399,05/14/2020,Email,Formal,,
0551800,C-1591673,336111 / 336111,04/30/2020,Email,Formal,,
0551800,C-1591676,339112 / 339112,04/30/2020,Email,Formal,,
0551800,C-1591684,311919 / 311919,04/30/2020,Email,Formal,,
0551800,C-1592420,713990 / 713990,05/05/2020,Email,Formal,,
0551800,C-1592447,339993 / 339993,05/19/2020,Email,Formal,,
0551800,C-1592495,722110 / 722110,05/05/2020,Email,Formal,,
0551800,C-1592499,624410 / 624410,05/05/2020,Email,Formal,,
0551800,C-1592514,623110 / 623110,05/06/2020,Email,Formal,,
0551800,C-1592519,332311 / 332311,05/11/2020,Email,Formal,,
0551800,C-1592529,339950 / 339950,05/19/2020,Email,Formal,,
0551800,C-1592536,423390 / 423390,05/05/2020,Email,Formal,,
0551800,C-1592541,811490 / 811490,05/19/2020,Email,Formal,,
0551800,C-1592542,621210 / 621210,05/19/2020,Email,Formal,,
0551800,C-1592543,321211 / 321211,05/19/2020,Email,Formal,,
0551800,C-1592544,722511 / 722511,05/05/2020,Email,Formal,,
0551800,C-1592545,321211 / 321211,05/19/2020,Email,Formal,,
0551800,C-1592546,326199 / 326199,05/19/2020,Email,Formal,,
0551800,C-1592548,332116 / 332116,05/19/2020,Email,Formal,,
0551800,C-1593303,811122 / 811122,05/08/2020,Email,Formal,,
0551800,C-1593322,484121 / 484121,05/08/2020,Email,Formal,,
0551800,C-1593408,331513 / 331513,04/14/2020,Email,Formal,,
0551800,C-1593412,446110 / 446110,04/14/2020,Email,Formal,,
0551800,C-1593413,811192 / 811192,04/14/2020,Email,Formal,,
0551800,C-1593415,722110 / 722110,04/06/2020,Email,Formal,,
0551800,C-1593419,453910 / 453910,04/16/2020,Email,Formal,,
0551800,C-1593431,531110 / 531110,04/14/2020,Email,Formal,,
0551800,C-1593438,488510 / 488510,04/15/2020,Email,Formal,,
0551800,C-1593453,561720 / 561720,04/15/2020,Email,Formal,,
0551800,C-1593455,454390 / 454390,05/06/2020,Email,Formal,,
0551800,C-1593470,484121 / 484121,04/02/2020,Email,Formal,,
0551800,C-1594226,722110 / 722110,05/20/2020,Email,Formal,,
0551800,C-1594249,447110 / 447110,05/12/2020,Email,Formal,,
0551800,C-1594253,333613 / 333613,05/12/2020,Email,Formal,,
0551800,C-1594882,321213 / 321213,05/18/2020,Email,Formal,,
0551800,C-1594895,812111 / 812111,05/22/2020,Email,Formal,,
0551800,C-1594896,713990 / 713990,05/22/2020,Phone,Formal,,
0551800,C-1594903,813110 / 813110,05/18/2020,Email,Formal,,
0551800,C-1594905,812111 / 812111,05/22/2020,Email,Formal,,
0551800,C-1594910,424990 / 424990,05/22/2020,Email,Formal,,
0551800,C-1595807,321211 / 321211,05/26/2020,Phone,Formal,,
0551800,C-1595825,622210 / 622210,05/11/2020,Email,Formal,,
0551800,C-1595836,812111 / 812111,05/12/2020,Email,Formal,,
0551800,C-1595854,722110 / 722110,05/26/2020,Email,Formal,,
0551800,C-1595910,623220 / 623220,05/26/2020,Email,Formal,,
0551800,C-1595919,722110 / 722110,05/22/2020,Email,Formal,,
0551800,C-1595922,621210 / 621210,05/24/2020,Email,Formal,,
0551800,C-1596654,336320 / 336320,05/21/2020,Email,Formal,,
0551800,C-1596658,722514 / 722514,05/13/2020,Email,Formal,,
0551800,C-1596663,722410 / 722410,05/26/2020,Email,Formal,,
0551800,C-1596664,336214 / 336214,05/23/2020,Email,Formal,,
0551800,C-1596675,621498 / 621498,05/10/2020,Email,Formal,,
0551800,C-1597289,812113 / 812113,05/13/2020,Email,Formal,,
0551800,C-1597293,722110 / 722110,05/27/2020,Email,Formal,,
0551800,C-1597294,722110 / 722110,05/26/2020,Email,Formal,,
0551800,C-1597304,812112 / 812112,05/27/2020,Email,Formal,,
0551800,C-1597327,336370 / 336370,05/26/2020,Email,Formal,,
0551800,C-1597340,541380 / 541380,05/14/2020,Email,Formal,,
0551800,C-1597345,311812 / 311812,05/28/2020,Email,Formal,,
0551800,C-1597346,442110 / 442110,05/27/2020,Email,Formal,,
0551800,C-1597361,812910 / 812910,05/07/2020,Email,Formal,,
0551800,C-1597363,333131 / 333131,05/14/2020,Email,Formal,,
0551800,C-1597397,722110 / 722110,05/27/2020,Email,Formal,,
0551800,C-1597400,339993 / 339993,05/26/2020,Phone,Formal,,
0551800,C-1598072,722110 / 722110,05/28/2020,Email,Formal,,
0551800,C-1598085,722110 / 722110,05/28/2020,Email,Formal,,
0551800,C-1598090,812111 / 812111,05/28/2020,Email,Formal,,
0551800,C-1598131,722410 / 722410,05/29/2020,Email,Formal,,
0551800,C-1598849,722110 / 722110,05/29/2020,Email,Formal,,
0551800,C-1598852,813410 / 813410,05/29/2020,Email,Formal,,
0551800,C-1598862,561990 / 561990,05/14/2020,Email,Formal,,
0551800,C-1598887,812112 / 812112,05/15/2020,Email,Formal,,
0551800,C-1598893,922140 / 922140,05/30/2020,Email,Formal,,
0551800,C-1598895,621210 / 621210,05/31/2020,Email,Formal,,
0551800,C-1598897,311811 / 311811,06/01/2020,Email,Formal,,
0551800,C-1599523,722211 / 722211,06/01/2020,Email,Formal,,
0551800,C-1600116,812112 / 812112,05/14/2020,Email,Formal,,
0551800,C-1600119,722511 / 722511,05/14/2020,Email,Formal,,
0551800,C-1600122,722511 / 722511,05/14/2020,Email,Formal,,
0551800,C-1600147,492110 / 492110,05/19/2020,Email,Formal,,
0551800,C-1600163,722110 / 722110,05/19/2020,Email,Formal,,
0551800,C-1600164,423990 / 423990,05/21/2020,Email,Formal,,
0551800,C-1600189,561990 / 561990,05/07/2020,Email,Formal,,
0551800,C-1600194,722110 / 722110,06/02/2020,Email,Formal,,
0551800,C-1600196,722110 / 722110,06/02/2020,Email,Formal,,
0551800,C-1600199,336214 / 336214,06/02/2020,Email,Formal,,
0551800,C-1600201,623110 / 623110,06/02/2020,Email,Formal,,
0551800,C-1600732,336214 / 336214,05/18/2020,Email,Formal,,
0551800,C-1600770,333922 / 333922,05/21/2020,Email,Formal,,
0551800,C-1600781,621210 / 621210,05/21/2020,Email,Formal,,
0551800,C-1600786,423110 / 423110,06/03/2020,Email,Formal,,
0551800,C-1600798,326199 / 326199,06/03/2020,Email,Formal,,
0551800,C-1600803,812112 / 812112,06/04/2020,Email,Formal,,
0551800,C-1600804,722211 / 722211,05/22/2020,Email,Formal,,
0551800,C-1600809,327212 / 327212,06/04/2020,Email,Formal,,
0551800,C-1600813,236210 / 236210,06/03/2020,Email,Formal,,
0551800,C-1601442,441310 / 441310,05/20/2020,Email,Formal,,
0551800,C-1601447,812112 / 812112,05/18/2020,Email,Formal,,
0551800,C-1601509,623110 / 623110,05/28/2020,Email,Formal,,
0551800,C-1601513,337125 / 337125,05/28/2020,Email,Formal,,
0551800,C-1601515,337110 / 337110,05/28/2020,Email,Formal,,
0551800,C-1601517,812112 / 812112,05/28/2020,Email,Formal,,
0551800,C-1601520,722511 / 722511,05/28/2020,Email,Formal,,
0551800,C-1601523,327111 / 327111,05/21/2020,Email,Formal,,
0551800,C-1601539,713940 / 713940,06/04/2020,Email,Formal,,
0551800,C-1602318,623110 / 623110,05/29/2020,Email,Formal,,
0551800,C-1602333,336211 / 336211,05/29/2020,Email,Formal,,
0551800,C-1602338,331513 / 331513,05/29/2020,Email,Formal,,
0551800,C-1602339,335129 / 335129,05/29/2020,Email,Formal,,
0551800,C-1602340,722211 / 722211,05/29/2020,Email,Formal,,
0551800,C-1602341,722211 / 722211,05/29/2020,Email,Formal,,
0551800,C-1602342,722511 / 722511,05/29/2020,Email,Formal,,
0551800,C-1602343,511210 / 511210,05/28/2020,Email,Formal,,
0551800,C-1602345,722511 / 722511,05/28/2020,Email,Formal,,
0551800,C-1602347,611620 / 611620,05/28/2020,Email,Formal,,
0551800,C-1602349,336214 / 336214,05/28/2020,Email,Formal,,
0551800,C-1602352,334519 / 334519,05/28/2020,Email,Formal,,
0551800,C-1602353,922140 / 922140,05/26/2020,Email,Formal,,
0551800,C-1603001,333414 / 333414,05/28/2020,Email,Formal,,
0551800,C-1603003,424470 / 424470,05/28/2020,Email,Formal,,
0551800,C-1603004,711212 / 711212,05/28/2020,Email,Formal,,
0551800,C-1603008,448140 / 448140,05/28/2020,Email,Formal,,
0551800,C-1603010,335122 / 335122,05/28/2020,Email,Formal,,
0551800,C-1603011,423450 / 423450,05/26/2020,Email,Formal,,
0551800,C-1603014,722211 / 722211,05/28/2020,Email,Formal,,
0551800,C-1603018,333415 / 333415,05/28/2020,Email,Formal,,
0551800,C-1603021,812112 / 812112,05/28/2020,Email,Formal,,
0551800,C-1603024,722110 / 722110,05/26/2020,Email,Formal,,
0551800,C-1603029,922140 / 922140,05/29/2020,Email,Formal,,
0551800,C-1603039,442110 / 442110,06/08/2020,Email,Formal,,
0551800,C-1603054,812112 / 812112,05/27/2020,Email,Formal,,
0551800,C-1603055,621310 / 621310,06/09/2020,Email,Formal,,
0551800,C-1603056,621111 / 621111,05/27/2020,Email,Formal,,
0551800,C-1603066,447110 / 447110,05/29/2020,Email,Formal,,
0551800,C-1603069,722513 / 722513,05/30/2020,Email,Formal,,
0551800,C-1603074,722110 / 722110,06/09/2020,Mail,Formal,,
0551800,C-1603077,722511 / 722511,05/30/2020,Email,Formal,,
0551800,C-1603079,623110 / 623110,05/30/2020,Email,Formal,,
0551800,C-1603080,623110 / 623110,05/30/2020,Email,Formal,,
0551800,C-1603082,332322 / 332322,05/21/2020,Email,Formal,,
0551800,C-1603083,722511 / 722511,05/30/2020,Email,Formal,,
0551800,C-1603089,541618 / 541618,05/30/2020,Email,Formal,,
0551800,C-1603091,722511 / 722511,05/30/2020,Email,Formal,,
0551800,C-1603093,336214 / 336214,06/09/2020,Fax,Formal,,
0551800,C-1603095,812112 / 812112,06/09/2020,Email,Formal,,
0551800,C-1603759,722211 / 722211,05/15/2020,Email,Formal,,
0551800,C-1603760,812112 / 812112,05/15/2020,Email,Formal,,
0551800,C-1603762,722410 / 722410,05/30/2020,Email,Formal,,
0551800,C-1603763,623110 / 623110,05/31/2020,Email,Formal,,
0551800,C-1603764,722511 / 722511,05/31/2020,Email,Formal,,
0551800,C-1603765,423110 / 423110,06/01/2020,Email,Formal,,
0551800,C-1603766,423110 / 423110,06/01/2020,Email,Formal,,
0551800,C-1603767,423110 / 423110,06/01/2020,Email,Formal,,
0551800,C-1603768,445292 / 445292,06/01/2020,Email,Formal,,
0551800,C-1603775,336390 / 336390,05/21/2020,Email,Formal,,
0551800,C-1603785,519120 / 519120,06/10/2020,Email,Formal,,
0551800,C-1603801,447110 / 447110,06/09/2020,Email,Formal,,
0551800,C-1603802,423830 / 423830,06/09/2020,Email,Formal,,
0551800,C-1603807,336214 / 336214,06/10/2020,Email,Formal,,
0551800,C-1603808,238210 / 238210,06/10/2020,Email,Formal,,
0551800,C-1604466,722410 / 722410,06/10/2020,Email,Formal,,
0551800,C-1604501,621111 / 621111,06/04/2020,Email,Formal,,
0551800,C-1604518,326140 / 326140,06/10/2020,Email,Formal,,
0551800,C-1604520,722211 / 722211,06/10/2020,Email,Formal,,
0551800,C-1604523,922140 / 922140,06/10/2020,Email,Formal,,
0551800,C-1604524,621610 / 621610,06/10/2020,Email,Formal,,
0551800,C-1604527,336211 / 336211,06/10/2020,Email,Formal,,
0551800,C-1604528,336111 / 336111,06/10/2020,Email,Formal,,
0551800,C-1604547,722110 / 722110,06/10/2020,Email,Formal,,
0551800,C-1604553,441221 / 441221,06/02/2020,Email,Formal,,
0551800,C-1604559,722410 / 722410,06/02/2020,Email,Formal,,
0551800,C-1605094,722211 / 722211,06/03/2020,Email,Formal,,
0551800,C-1605095,722110 / 722110,06/03/2020,Email,Formal,,
0551800,C-1605096,722211 / 722211,06/03/2020,Email,Formal,,
0551800,C-1605097,425120 / 425120,06/03/2020,Email,Formal,,
0551800,C-1605101,722110 / 722110,06/03/2020,Email,Formal,,
0551800,C-1605102,621210 / 621210,06/03/2020,Email,Formal,,
0551800,C-1605116,812112 / 812112,06/11/2020,Email,Formal,,
0551800,C-1605136,423460 / 423460,06/05/2020,Email,Formal,,
0551800,C-1605137,623110 / 623110,06/05/2020,Email,Formal,,
0551800,C-1605139,713910 / 713910,06/08/2020,Email,Formal,,
0551800,C-1605141,331511 / 331511,06/09/2020,Email,Formal,,
0551800,C-1605921,722511 / 722511,06/04/2020,Email,Formal,,
0551800,C-1605922,722511 / 722511,06/04/2020,Email,Formal,,
0551800,C-1605927,722511 / 722511,06/04/2020,Email,Formal,,
0551800,C-1605928,812112 / 812112,06/04/2020,Email,Formal,,
0551800,C-1605929,813990 / 813990,06/05/2020,Email,Formal,,
0551800,C-1605930,621111 / 621111,06/05/2020,Email,Formal,,
0551800,C-1605931,336211 / 336211,06/05/2020,Email,Formal,,
0551800,C-1605932,621111 / 621111,06/05/2020,Email,Formal,,
0551800,C-1605933,621111 / 621111,06/05/2020,Email,Formal,,
0551800,C-1605935,327420 / 327420,06/05/2020,Email,Formal,,
0551800,C-1605936,485119 / 485119,06/05/2020,Email,Formal,,
0551800,C-1605941,813110 / 813110,05/14/2020,Email,Formal,,
0551800,C-1605973,722110 / 722110,06/09/2020,Email,Formal,,
0551800,C-1605974,336214 / 336214,06/10/2020,Email,Formal,,
0551800,C-1607277,336111 / 336111,06/04/2020,Email,Formal,,
0551800,C-1607279,326199 / 326199,06/05/2020,Email,Formal,,
0551800,C-1607281,722110 / 722110,06/16/2020,Email,Formal,,
0551800,C-1607284,921120 / 921120,06/17/2020,Email,Formal,,
0551800,C-1607291,452112 / 452112,06/17/2020,Email,Formal,,
0551800,C-1607859,336111 / 336111,06/17/2020,Phone,Formal,,
0551800,C-1607864,442110 / 442110,05/13/2020,Email,Formal,,
0551800,C-1607869,622110 / 622110,06/18/2020,Email,Formal,,
0551800,C-1608492,713940 / 713940,06/15/2020,Email,Formal,,
0551800,C-1608496,812112 / 812112,06/15/2020,Email,Formal,,
0551800,C-1608498,621399 / 621399,06/16/2020,Email,Formal,,
0551800,C-1608504,322121 / 322121,06/16/2020,Email,Formal,,
0551800,C-1608507,721120 / 721120,06/16/2020,Email,Formal,,
0551800,C-1608511,336399 / 336399,06/16/2020,Email,Formal,,
0551800,C-1608514,236115 / 236115,06/16/2020,Email,Formal,,
0551800,C-1608518,336213 / 336213,06/16/2020,Email,Formal,,
0551800,C-1608523,336214 / 336214,06/16/2020,Email,Formal,,
0551800,C-1608525,441210 / 441210,06/16/2020,Email,Formal,,
0551800,C-1608527,337920 / 337920,06/16/2020,Email,Formal,,
0551800,C-1608528,452112 / 452112,06/16/2020,Email,Formal,,
0551800,C-1608530,722110 / 722110,06/17/2020,Email,Formal,,
0551800,C-1608534,441110 / 441110,06/16/2020,Email,Formal,,
0551800,C-1608537,336214 / 336214,06/16/2020,Email,Formal,,
0551800,C-1608538,812111 / 812111,06/13/2020,Email,Formal,,
0551800,C-1608540,562920 / 562920,06/16/2020,Email,Formal,,
0551800,C-1608545,336390 / 336390,06/16/2020,Email,Formal,,
0551800,C-1608552,522110 / 522110,06/17/2020,Email,Formal,,
0551800,C-1608556,713110 / 713110,06/17/2020,Email,Formal,,
0551800,C-1608557,522310 / 522310,06/18/2020,Email,Formal,,
0551800,C-1608560,325199 / 325199,06/14/2020,Email,Formal,,
0551800,C-1609249,722110 / 722110,06/15/2020,Email,Formal,,
0551800,C-1609251,423120 / 423120,06/15/2020,Email,Formal,,
0551800,C-1609252,444130 / 444130,06/15/2020,Email,Formal,,
0551800,C-1609255,444130 / 444130,06/15/2020,Email,Formal,,
0551800,C-1609258,441310 / 441310,06/15/2020,Email,Formal,,
0551800,C-1609259,446110 / 446110,06/15/2020,Email,Formal,,
0551800,C-1609261,713940 / 713940,06/15/2020,Email,Formal,,
0551800,C-1609276,722211 / 722211,06/11/2020,Email,Formal,,
0551800,C-1609283,321918 / 321918,06/15/2020,Email,Formal,,
0551800,C-1609287,423120 / 423120,06/15/2020,Email,Formal,,
0551800,C-1609319,722511 / 722511,06/15/2020,Email,Formal,,
0551800,C-1609321,621111 / 621111,06/22/2020,Email,Formal,,
0551800,C-1609332,722110 / 722110,06/22/2020,Email,Formal,,
0551800,C-1609333,722110 / 722110,06/22/2020,Email,Formal,,
0551800,C-1609335,722110 / 722110,06/22/2020,Email,Formal,,
0551800,C-1609989,326160 / 326160,06/22/2020,Phone,Formal,,
0551800,C-1610005,722110 / 722110,06/23/2020,Email,Formal,,
0551800,C-1610730,812112 / 812112,06/23/2020,Email,Formal,,
0551800,C-1610732,336399 / 336399,06/24/2020,Phone,Formal,,
0551800,C-1611357,621999 / 621999,06/24/2020,Email,Formal,,
0551800,C-1611360,621111 / 621111,06/24/2020,Email,Formal,,
0551800,C-1611375,332510 / 332510,06/25/2020,Email,Formal,,
0551800,C-1612074,611310 / 611310,06/25/2020,Email,Formal,,
0551800,C-1612080,623110 / 623110,06/26/2020,Phone,Formal,,
0551800,C-1612986,813319 / 813319,04/06/2020,Email,Formal,,
0551800,C-1612987,326199 / 326199,03/26/2020,Email,Formal,,
0551800,C-1613007,311999 / 311999,04/17/2020,Email,Formal,,
0551800,C-1613008,922140 / 922140,04/16/2020,Email,Formal,,
0551800,C-1613009,331513 / 331513,04/01/2020,Email,Formal,,
0551800,C-1613036,336212 / 336212,04/03/2020,Email,Formal,,
0551800,C-1613076,453310 / 453310,06/26/2020,Phone,Formal,,
0551800,C-1613090,722511 / 722511,06/20/2020,Email,Formal,,
0551800,C-1613092,336399 / 336399,06/29/2020,Phone,Formal,,
0551800,C-1613093,333613 / 333613,06/18/2020,Email,Formal,,
0551800,C-1613098,923130 / 923130,06/29/2020,Email,Formal,,
0551800,C-1613104,722511 / 722511,06/19/2020,Email,Formal,,
0551800,C-1613117,326199 / 326199,06/18/2020,Email,Formal,,
0551800,C-1613123,722110 / 722110,06/29/2020,Phone,Formal,,
0551800,C-1613125,722110 / 722110,06/27/2020,Email,Formal,,
0551800,C-1613126,722110 / 722110,06/29/2020,Phone,Formal,,
0551800,C-1613128,336214 / 336214,06/22/2020,Email,Formal,,
0551800,C-1613132,722211 / 722211,06/20/2020,Email,Formal,,
0551800,C-1613135,722513 / 722513,06/20/2020,Email,Formal,,
0551800,C-1613136,423610 / 423610,06/18/2020,Email,Formal,,
0551800,C-1613139,622110 / 622110,06/24/2020,Email,Formal,,
0551800,C-1613141,812111 / 812111,06/21/2020,Email,Formal,,
0551800,C-1613149,336214 / 336214,06/26/2020,Email,Formal,,
0551800,C-1613151,452111 / 452111,06/22/2020,Email,Formal,,
0551800,C-1613153,622110 / 622110,06/22/2020,Email,Formal,,
0551800,C-1613155,515120 / 515120,06/22/2020,Email,Formal,,
0551800,C-1613156,722110 / 722110,06/29/2020,Phone,Formal,,
0551800,C-1613157,722511 / 722511,06/22/2020,Email,Formal,,
0551800,C-1613158,922110 / 922110,06/22/2020,Email,Formal,,
0551800,C-1613162,722110 / 722110,06/25/2020,Email,Formal,,
0551800,C-1613163,722110 / 722110,06/29/2020,Phone,Formal,,
0551800,C-1613164,622210 / 622210,06/25/2020,Email,Formal,,
0551800,C-1613165,721120 / 721120,06/29/2020,Phone,Formal,,
0551800,C-1613166,722110 / 722110,06/25/2020,Email,Formal,,
0551800,C-1613167,326199 / 326199,06/25/2020,Email,Formal,,
0551800,C-1613172,336370 / 336370,06/25/2020,Email,Formal,,
0551800,C-1613173,813990 / 813990,06/29/2020,Phone,Formal,,
0551800,C-1613176,484121 / 484121,06/25/2020,Email,Formal,,
0551800,C-1613181,722211 / 722211,06/25/2020,Email,Formal,,
0551800,C-1613189,445120 / 445120,06/25/2020,Email,Formal,,
0551800,C-1613961,722110 / 722110,06/24/2020,Email,Formal,,
0551800,C-1613962,336360 / 336360,06/24/2020,Email,Formal,,
0551800,C-1613963,722110 / 722110,06/24/2020,Email,Formal,,
0551800,C-1613964,336214 / 336214,06/24/2020,Email,Formal,,
0551800,C-1613965,336214 / 336214,06/24/2020,Email,Formal,,
0551800,C-1613967,561310 / 561310,06/24/2020,Email,Formal,,
0551800,C-1613969,336399 / 336399,06/24/2020,Email,Formal,,
0551800,C-1613970,722110 / 722110,06/25/2020,Email,Formal,,
0551800,C-1613971,722110 / 722110,06/25/2020,Email,Formal,,
0551800,C-1613972,336214 / 336214,06/25/2020,Email,Formal,,
0551800,C-1613973,811192 / 811192,06/25/2020,Email,Formal,,
0551800,C-1613975,624310 / 624310,06/22/2020,Email,Formal,,
0551800,C-1613976,721120 / 721120,06/25/2020,Email,Formal,,
0551800,C-1613977,336340 / 336340,06/19/2020,Email,Formal,,
0551800,C-1613978,721120 / 721120,06/25/2020,Email,Formal,,
0551800,C-1613979,448210 / 448210,06/29/2020,Phone,Formal,,
0551800,C-1613980,812320 / 812320,06/22/2020,Email,Formal,,
0551800,C-1613981,621493 / 621493,06/25/2020,Email,Formal,,
0551800,C-1613982,711510 / 711510,06/25/2020,Email,Formal,,
0551800,C-1613985,623110 / 623110,06/25/2020,Email,Formal,,
0551800,C-1613987,337110 / 337110,06/25/2020,Email,Formal,,
0551800,C-1613988,812199 / 812199,06/22/2020,Email,Formal,,
0551800,C-1613989,561720 / 561720,06/24/2020,Email,Formal,,
0551800,C-1613990,452910 / 452910,06/22/2020,Email,Formal,,
0551800,C-1613991,441110 / 441110,06/29/2020,Email,Formal,,
0551800,C-1613993,561431 / 561431,06/19/2020,Email,Formal,,
0551800,C-1613994,452910 / 452910,06/22/2020,Email,Formal,,
0551800,C-1613995,336214 / 336214,06/23/2020,Email,Formal,,
0551800,C-1613996,325412 / 325412,06/23/2020,Email,Formal,,
0551800,C-1613997,452910 / 452910,06/22/2020,Email,Formal,,
0551800,C-1613999,541512 / 541512,06/25/2020,Email,Formal,,
0551800,C-1614000,623110 / 623110,06/22/2020,Email,Formal,,
0551800,C-1614001,921110 / 921110,06/23/2020,Email,Formal,,
0551800,C-1614002,621210 / 621210,06/26/2020,Email,Formal,,
0551800,C-1614003,722410 / 722410,06/23/2020,Email,Formal,,
0551800,C-1614004,336214 / 336214,06/22/2020,Email,Formal,,
0551800,C-1614005,812113 / 812113,06/26/2020,Email,Formal,,
0551800,C-1614006,722211 / 722211,06/20/2020,Email,Formal,,
0551800,C-1614007,722511 / 722511,06/23/2020,Email,Formal,,
0551800,C-1614008,621210 / 621210,06/19/2020,Email,Formal,,
0551800,C-1614009,621210 / 621210,06/23/2020,Email,Formal,,
0551800,C-1614011,722513 / 722513,06/19/2020,Email,Formal,,
0551800,C-1614013,621511 / 621511,06/19/2020,Email,Formal,,
0551800,C-1614014,332722 / 332722,06/23/2020,Email,Formal,,
0551800,C-1614017,336111 / 336111,06/23/2020,Email,Formal,,
0551800,C-1614019,326199 / 326199,06/26/2020,Email,Formal,,
0551800,C-1614021,326199 / 326199,06/23/2020,Email,Formal,,
0551800,C-1614022,621210 / 621210,06/26/2020,Email,Formal,,
0551800,C-1614023,336214 / 336214,06/24/2020,Email,Formal,,
0551800,C-1614031,713210 / 713210,06/24/2020,Email,Formal,,
0551800,C-1614032,326199 / 326199,06/26/2020,Email,Formal,,
0551800,C-1614037,713210 / 713210,06/24/2020,Email,Formal,,
0551800,C-1614038,812112 / 812112,06/26/2020,Email,Formal,,
0551800,C-1614042,812112 / 812112,06/26/2020,Email,Formal,,
0551800,C-1614051,326199 / 326199,06/04/2020,Email,Formal,,
0551800,C-1614052,722110 / 722110,06/28/2020,Email,Formal,,
0551800,C-1614055,812112 / 812112,06/28/2020,Email,Formal,,
0551800,C-1614065,722110 / 722110,06/30/2020,Email,Formal,,
0551800,C-1614077,722110 / 722110,06/29/2020,Email,Formal,,
0551800,C-1614082,446110 / 446110,06/29/2020,Email,Formal,,
0551800,C-1614083,722110 / 722110,06/30/2020,Email,Formal,,
0551800,C-1614930,335314 / 335314,04/07/2020,Email,Formal,,
0551800,C-1614936,337125 / 337125,06/09/2020,Email,Formal,,
0551800,C-1614945,561740 / 561740,04/14/2020,Email,Formal,,
0551800,C-1614947,453910 / 453910,06/30/2020,Email,Formal,,
0551800,C-1614957,623311 / 623311,06/30/2020,Phone,Formal,,
0551800,C-1614959,541940 / 541940,04/08/2020,Email,Formal,,
0551800,C-1614960,561720 / 561720,06/30/2020,Email,Formal,,
0551800,C-1614963,623311 / 623311,04/07/2020,Email,Formal,,
